"Latitude","Longitude","Code de l'entité","Libellé","Surface de bassin versant hydrologique (km²)","Surface de bassin versant topographique (km²)","Débit (m³/s)","Intervalle de confiance","Taille de l'échantillon"
"14.5836768","-60.8767156","2623000101","La rivière du Simon au François [Fontane2]","","7","","0.95","6"
"14.5805732","-60.8804624","26230002","La rivière du Simon au François [Fontane]","","","","0.95","0"
"14.5805732","-60.8804624","2623000201","La rivière du Simon au François [Fontane]","","","","0.95","0"
"14.5184067","-60.8509101","27010001","La rivière de Paquemar au Vauclin [Morne Jalouse]","","","0.714","0.95","11"
"14.5184067","-60.8509101","2701000101","La rivière de Paquemar au Vauclin [Morne Jalouse]","","","0.714","0.95","11"
"14.5011054","-60.8529929","27150001","La rivière Massel au Marin [Puyferrat - Pont RN 6]","","2","","0.95","5"
"14.5011054","-60.8529929","2715000101","La rivière Massel au Marin [Puyferrat - Pont RN 6]","","2","","0.95","5"
"14.4492154","-60.8536165","27230001","Le Crêve Cœur à Sainte-Anne [cote 10]","","","","0.95","0"
"14.4492154","-60.8536165","2723000101","Le Crêve Cœur à Sainte-Anne [cote 10]","","","","0.95","0"
"14.5623628","-60.9379877","28020001","La rivière les Coulisses à Saint-Esprit [pont-secours]","","","","0.95","0"
"14.5623628","-60.9379877","2802000101","La rivière les Coulisses à Saint-Esprit [pont-secours]","","","","0.95","0"
"14.5475991","-60.9600585","28030001","La rivière les Coulisses à Rivière-Salée [Petit-Bourg]","","35","","0.95","2"
"14.5475991","-60.9600585","2803000101","La rivière les Coulisses à Rivière-Salée [Petit-Bourg] - 1","","35","15.2","0.95","7"
"14.5475991","-60.9600585","2803000102","La rivière les Coulisses à Rivière-Salée [Petit-Bourg] - 2","","35","","0.95","2"
"14.5271025","-60.9646444","28040001","La rivière de Trenelle à Rivière-Salée [Habitation Boulevard]","","","","0.95","2"
"14.5271025","-60.9646444","2804000101","La rivière de Trenelle à Rivière-Salée [Habitation Boulevard]","","","","0.95","2"
"14.5242434","-60.9773963","28050001","La ravine de la Laugier à Rivière-Salée [Laugier]","","","","0.95","0"
"14.5242434","-60.9773963","2805000101","La ravine de la Laugier à Rivière-Salée [Laugier]","","","","0.95","0"
"14.5241377","-60.9832829","28050002","Le ravin Médecin à Rivière-Salée [Médecin]","","","","0.95","0"
"14.5241377","-60.9832829","2805000201","Le ravin Médecin à Rivière-Salée [Médecin]","","","","0.95","0"
"14.5648899","-60.9648917","28080001","La rivière la Manche à Ducos [Pont RN 7]","","12","","0.95","0"
"14.5648899","-60.9648917","2808000101","La rivière la Manche à Ducos [Pont RN 7]","","12","","0.95","0"
"14.4961142","-60.9048188","28120001","La Petite Rivière Pilote à Rivière-Pilote [Madeleine]","","9","5.32","0.95","9"
"14.4961142","-60.9048188","2812000101","La Petite Rivière Pilote à Rivière-Pilote [Madeleine]","","9","5.32","0.95","9"
"14.4849873","-60.9039699","28130001","La Petite Rivière Pilote à Rivière-Pilote [Pomponne]","","","","0.95","0"
"14.4849873","-60.9039699","2813000101","La Petite Rivière Pilote à Rivière-Pilote [Pomponne]","","","","0.95","0"
"14.498893","-60.8900728","28130002","La Grande Rivière Pilote à Rivière-Pilote [lescouet]","","","","0.95","0"
"14.498893","-60.8900728","2813000201","La Grande Rivière Pilote à Rivière-Pilote [lescouet]","","","","0.95","0"
"14.4884625","-60.9636527","28220001","La rivière Oman à Sainte-Luce [Morne Lavison]","","","","0.95","3"
"14.4884625","-60.9636527","2822000101","La rivière Oman à Sainte-Luce [Morne Lavison]","","","","0.95","3"
"14.4861415","-60.961578","28240001","La rivière Oman à Sainte-Luce [Dormante]","","10","8.33","0.95","10"
"14.4861415","-60.961578","2824000101","La rivière Oman à Sainte-Luce [Dormante]","","10","8.33","0.95","10"
"14.4872802","-61.0316952","29020001","Le fond Placide au Diamant [Petits Lézards]","","","","0.95","0"
"14.4872802","-61.0316952","2902000101","Le fond Placide au Diamant [Petits Lézards]","","","","0.95","0"
"-12.8006596","45.2056754","30130001","Le Mro wa Gouloué à Mamoudzou [Passamainty]","","6","","0.95","0"
"-12.8006464","45.2056806","3013000101","Le Mro wa Gouloué à Mamoudzou [Passamainty]","","6","","0.95","0"
"-12.7973854","45.1859432","30140001","Le Mro wa Kwalé à Mamoudzou [Kwalé Station]","","12","","0.95","0"
"-12.7971797","45.1857109","3014000101","Le Mro wa Kwalé à Mamoudzou [Kwalé Station]","","12","","0.95","0"
"-12.7336679","45.1783688","30210001","Le Mro wa Mgombani à Koungou [Mgombani]","","2","","0.95","0"
"-12.7336679","45.1783688","3021000101","Le Mro wa Mgombani à Koungou [Mgombani]","","2","","0.95","0"
"-12.715277","45.1068681","30330001","Le Mro wa Tanabé à Bandraboua [Dzoumogné Retenue]","","4","","0.95","0"
"-12.715277","45.1068681","3033000101","Le Mro wa Tanabé à Bandraboua [Dzoumogné Retenue]","","4","","0.95","0"
"-12.7223288","45.1109149","30330002","Le Mro wa Mjihari à Bandraboua [Dzoumogné Ouest]","","15","","0.95","0"
"-12.7223288","45.1109149","3033000201","Le Mro wa Mjihari à Bandraboua [Dzoumogné Ouest]","","15","","0.95","0"
"-12.7179564","45.0998226","30330003","Le Mro wa Mjihari à Bandraboua [Mapouéra]","","3","","0.95","0"
"-12.7179564","45.0998226","3033000301","Le Mro wa Mjihari à Bandraboua [Mapouéra]","","3","","0.95","0"
"-12.7320294","45.1355698","30330004","[La Méresse] à Bandraboua","","2","","0.95","0"
"-12.7320294","45.1355698","3033000401","[La Méresse] à Bandraboua","","2","","0.95","0"
"-12.7246683","45.1169863","30330005","Le Mro wa Mouhogoni à Bandraboua [Mouhogoni]","","2","","0.95","0"
"-12.7246683","45.1169863","3033000501","Le Mro wa Mouhogoni à Bandraboua [Mouhogoni]","","2","","0.95","0"
"-12.7437915","45.1406704","30350001","Le Mro wa Bouyouni à Bandraboua [Bouyouni Bas]","","8","","0.95","0"
"-12.7437915","45.1406704","3035000101","Le Mro wa Bouyouni à Bandraboua [Bouyouni Bas]","","8","","0.95","0"
"-12.7605618","45.1484368","30350002","Le Mro wa Bouyouni à Tsingoni [Bouyouni Haut]","","5","","0.95","0"
"-12.7605618","45.1484368","3035000201","Le Mro wa Bouyouni à Tsingoni [Bouyouni Haut]","","5","","0.95","0"
"-12.7375379","45.1648944","30360001","Le Mro wa Longoni à Koungou [Longoni]","","2","","0.95","0"
"-12.7375379","45.1648944","3036000101","Le Mro wa Longoni à Koungou [Longoni]","","2","","0.95","0"
"-12.7613176","45.09843","30450001","Le Mroni Boungoumouhé à M'Tsangamouji [Boungoumouhé]","","2","","0.95","0"
"-12.7613176","45.09843","3045000101","Le Mroni Boungoumouhé à M'Tsangamouji [Boungoumouhé]","","2","","0.95","0"
"-12.7754302","45.1069671","30510001","Le Mro wa Chirini à Tsingoni [Soulou]","","2","","0.95","0"
"-12.7754302","45.1069671","3051000101","Le Mro wa Chirini à Tsingoni [Soulou]","","2","","0.95","0"
"-12.7846886","45.1105643","30520001","Le Mrowalé à Tsingoni [Mrowalé]","","4","","0.95","0"
"-12.7846886","45.1105643","3052000101","Le Mrowalé à Tsingoni [Mrowalé]","","4","","0.95","0"
"-12.7713507","45.1469137","30530001","Le Mro wa Ourovéni à Tsingoni [Mouala]","","3","","0.95","0"
"-12.7713507","45.1469137","3053000101","Le Mro wa Ourovéni à Tsingoni [Mouala]","","3","","0.95","0"
"-12.8082103","45.1276859","30530002","Le Mro wa Ourovéni à Tsingoni [Ouroveni Pont]","","13","","0.95","0"
"-12.8082103","45.1276859","3053000201","Le Mro wa Ourovéni à Tsingoni [Ouroveni Pont]","","13","","0.95","0"
"-12.8340616","45.1320763","30540001","Le Mro wa Coconi à Ouangani [Hapandzo]","","6","","0.95","0"
"-12.8340616","45.1320763","3054000101","Le Mro wa Coconi à Ouangani [Hapandzo]","","6","","0.95","0"
"-12.9706898","45.129723","30730001","Le Mroni Antanana à Kani-Kéli [Mronabéja]","1","2","","0.95","0"
"-12.9706898","45.129723","3073000101","Le Mroni Antanana à Kani-Kéli [Mronabéja]","1","2","","0.95","0"
"-12.9684678","45.1580377","30740001","Le Mroni Bé à Bandrele [Bé Dapani]","","5","","0.95","0"
"-12.9684678","45.1580377","3074000101","Le Mroni Bé à Bandrele [Bé Dapani]","","5","","0.95","0"
"-12.84013","45.1770335","30920001","Le Mro wa Dembéni à Dembeni [Dembéni Bas]","","11","","0.95","0"
"-12.84013","45.1770335","3092000101","Le Mro wa Dembéni à Dembeni [Dembéni Bas]","","11","","0.95","0"
"-12.8732416","45.1941172","30940001","Le Mro wa Salim Bé à Dembeni [Salim Bé]","","5","","0.95","0"
"-12.8732416","45.1941172","3094000101","Le Mro wa Salim Bé à Dembeni [Salim Bé]","","5","","0.95","0"
"-21.3766187","55.6156999","40000001","La rivière des Remparts [Bras Principal] à Saint-Joseph [Pont RN 2]","","58","","0.95","0"
"-21.3766187","55.6156999","4000000101","La rivière des Remparts [Bras Principal] à Saint-Joseph [Pont RN 2]","","58","","0.95","0"
"-21.3752543","55.6156549","4000000102","La rivière des Remparts [Bras Principal] à Saint-Joseph [Pont RN 2] - Canal Payet","","58","","0.95","0"
"-21.3402353","55.6448519","40010001","La rivière Langevin [Bras principal] à Saint-Joseph [Barrage]","","37","","0.95","0"
"-21.340248","55.644622","4001000101","La rivière Langevin [Bras principal] à Saint-Joseph [Barrage]","","37","","0.95","0"
"-21.339022","55.6433878","40010002","La rivière Langevin [Bras principal] à Saint-Joseph [Passerelle]","","36.78","","0.95","0"
"-21.339022","55.6433878","4001000201","La rivière Langevin [Bras principal] à Saint-Joseph [Passerelle]","","36.78","26.8","0.95","9"
"-21.3810096","55.6456727","40010003","La rivière Langevin [Bras principal] à Saint-Joseph","","53.08","","0.95","0"
"-21.3810096","55.6456727","4001000301","La rivière Langevin [Bras principal] à Saint-Joseph","","53.08","","0.95","0"
"-21.1751885","55.721977","40050001","La rivière de l'Est [Bras Principal] à Sainte-Rose","","30","","0.95","0"
"-21.1751885","55.721977","4005000101","La rivière de l'Est [Bras Principal] à Sainte-Rose","","30","","0.95","0"
"-21.1438328","55.5857323","40100001","Le bras Noir à la Plaine-des-Palmistes","","8.7","","0.95","0"
"-21.1439048","55.5856931","4010000101","Le bras Noir à la Plaine-des-Palmistes - Bras Noir","","8.7","","0.95","0"
"-21.0414715","55.679713","40120001","La rivière des Marsouins [Bras principal] à Saint-Benoît [Bethléem]","","81.65","","0.95","0"
"-21.0414715","55.679713","4012000101","La rivière des Marsouins [Bras principal] à Saint-Benoît [Bethléem]","","81.65","161","0.95","10"
"-21.0350259","55.7144872","40120002","La rivière des Marsouins [Bras Principal] à Saint-Benoît [Centre-Ville]","","108","","0.95","0"
"-21.0350259","55.7144872","4012000201","La rivière des Marsouins [Bras Principal] à Saint-Benoît [Centre-Ville]","","108","","0.95","0"
"-21.035311","55.660157","40130001","La rivière des Roches [Bras Principal] à Saint-Benoît [Abondance]","","24.2","","0.95","0"
"-21.0353996","55.6599349","4013000101","La rivière des Roches [Bras Principal] à Saint-Benoît [Abondance]","","24.2","","0.95","0"
"-21.0236939","55.6705559","40130002","La rivière des Roches [Bras Principal] à Saint-Benoît [Bassin La Paix]","","35.4","","0.95","0"
"-21.0236939","55.6705559","4013000201","La rivière des Roches [Bras Principal] à Saint-Benoît [Bassin La Paix]","","35.4","92.2","0.95","11"
"-20.9963981","55.6630442","40130004","La rivière Bras Panon à Bras-Panon [Aval radier Paniandy]","","8.7","","0.95","0"
"-20.9967868","55.6630696","4013000401","La rivière Bras Panon à Bras-Panon [Aval radier Paniandy] - Aval radier Paniandy","","8.7","","0.95","0"
"-21.0035215","55.6751985","40130005","La rivière Bras Panon à Bras-Panon [Libéria]","","","","0.95","0"
"-21.0035215","55.6751985","4013000501","La rivière Bras Panon à Bras-Panon [Libéria]","","","","0.95","0"
"-20.9989194","55.5794929","40200001","La rivière du Mât [Bras Principal] à Salazie [Pont de l'Escalier]","","90.8","","0.95","0"
"-20.9989194","55.5794929","4020000101","La rivière du Mât [Bras Principal] à Salazie [Pont de l'Escalier]","","90.8","","0.95","3"
"-21.0613246","55.4937135","40200002","La rivière du Mât [Bras Principal] à Salazie [Trou Blanc]","","13.5","","0.95","0"
"-21.0613251","55.4937148","4020000201","La rivière du Mât [Bras Principal] à Salazie [Trou Blanc]","","13.5","","0.95","0"
"-21.025239","55.6118025","40210001","Le bras des Lianes à Bras-Panon [Amont cascade du Chien]","","7.2","","0.95","0"
"-21.0259863","55.6114974","4021000101","Le bras des Lianes à Bras-Panon [Amont cascade du Chien]","","7.2","","0.95","0"
"-20.9782585","55.6402557","40220001","La rivière du Mât [Bras principal] à Bras-Panon [Barrage Bengalis]","","144","","0.95","0"
"-20.9782585","55.6402557","4022000101","La rivière du Mât [Bras principal] à Bras-Panon [Barrage Bengalis]","","144","","0.95","2"
"-20.932353","55.6419205","40300001","La Grande Rivière Saint-Jean [Bras principal] à Sainte-Suzanne [Pont RN 2002]","","23.1","","0.95","0"
"-20.932353","55.6419205","4030000101","La Grande Rivière Saint-Jean [Bras principal] à Sainte-Suzanne [Pont RN 2002]","","23.1","","0.95","0"
"-20.9690537","55.6056664","40300002","La Grande Rivière Saint-Jean [Bras principal] à Saint-André [Grand Bras]","","2","","0.95","0"
"-20.9690537","55.6056664","4030000201","La Grande Rivière Saint-Jean [Bras principal] à Saint-André [Grand Bras]","","2","3.90","0.95","9"
"-20.9362001","55.6338278","40300003","La Petite Rivière Saint-Jean [Affluent] à Sainte-Suzanne [Cascade Délice]","","9.4","","0.95","0"
"-20.9362001","55.6338278","4030000301","La Petite Rivière Saint-Jean [Affluent] à Sainte-Suzanne [Cascade Délice]","","9.4","6.64","0.95","10"
"-20.9214646","55.6024054","40300004","La rivière Sainte-Suzanne [Bras principal] à Sainte-Suzanne [Amont Cascade Niagara]","","23.8","","0.95","0"
"-20.9214646","55.6024054","4030000401","La rivière Sainte-Suzanne [Bras principal] à Sainte-Suzanne [Amont Cascade Niagara]","","23.8","29.2","0.95","10"
"-20.9608228","55.5781796","40300005","La rivière Sainte-Suzanne [Bras principal] à Sainte-Suzanne [Bassin ravine Creuse]","","16.32","","0.95","0"
"-20.9608146","55.5781839","4030000501","La rivière Sainte-Suzanne [Bras principal] à Sainte-Suzanne [Bassin ravine Creuse]","","16.32","","0.95","0"
"-20.9751421","55.5685991","40300006","Le bras Laurent [Affluent] à Sainte-Suzanne","","7.8","","0.95","0"
"-20.9751421","55.5685991","4030000601","Le bras Laurent [Affluent] à Sainte-Suzanne","","7.8","12.5","0.95","8"
"-20.9512194","55.5824343","40300007","La rivière Sainte-Suzanne à Sainte-Suzanne [Bassin Grondin]","","","","0.95","0"
"-20.9512194","55.5824343","4030000701","La rivière Sainte-Suzanne à Sainte-Suzanne [Bassin Grondin]","","","","0.95","0"
"-20.9754215","55.5642202","40300008","La rivière Sainte-Suzanne à Sainte-Suzanne","","5.55","","0.95","0"
"-20.9754215","55.5642202","4030000801","La rivière Sainte-Suzanne à Sainte-Suzanne","","5.55","","0.95","0"
"-20.9484109","55.6379963","40300009","La Grande Rivière Saint-Jean à Saint-André [Amont Cascade Pichon]","12.56","","","0.95","0"
"-20.9484109","55.6379963","4030000901","La Grande Rivière Saint-Jean à Saint-André [Amont Cascade Pichon]","12.56","","","0.95","0"
"-20.960662","55.5783927","40300010","La rivière Sainte-Suzanne [Bras Principal] à Sainte-Suzanne [En aval du bassin Ravine Creuse]","15","16","","0.95","0"
"-20.960662","55.5783927","4030001001","La rivière Sainte-Suzanne [Bras Principal] à Sainte-Suzanne [En aval du bassin Ravine Creuse]","15","16","","0.95","0"
"-20.9164162","55.5096354","40310001","La rivière des Pluies [Bras Principal] à Saint-Denis [Pont Desbassyns]","","39","","0.95","0"
"-20.9164162","55.5096354","4031000101","La rivière des Pluies [Bras Principal] à Saint-Denis [Pont Desbassyns]","","39","","0.95","1"
"-20.9711013","55.6883439","40310002","La rivière des Pluies [Bras Principal] à Saint-Denis [Piton Tanan]","","12.84","","0.95","0"
"-20.9711013","55.6883439","4031000201","La rivière des Pluies [Bras Principal] à Saint-Denis [Piton Tanan]","","12.84","","0.95","0"
"-20.9752369","55.518392","40310006","La ravine Mère Canal à Sainte-Marie","","0.65","","0.95","0"
"-20.9752369","55.518392","4031000601","La ravine Mère Canal à Sainte-Marie","","0.65","","0.95","0"
"-20.8933456","55.4728931","40320001","La ravine des Patates à Durand [Bras principal] à Saint-Denis","","12.8","","0.95","0"
"-20.8933456","55.4728931","4032000101","La ravine des Patates à Durand [Bras principal] à Saint-Denis","","12.8","","0.95","0"
"-20.8880416","55.464661","40320002","La ravine du Butor [Bras principal] à Saint-Denis","","16.8","","0.95","0"
"-20.8880416","55.464661","4032000201","La ravine du Butor [Bras principal] à Saint-Denis","","16.8","","0.95","0"
"-20.8834587","55.44533","40320003","La rivière Saint-Denis [Bras principal] à Saint-Denis [Seuil Bourbon]","","30.3","","0.95","0"
"-20.8834587","55.44533","4032000301","La rivière Saint-Denis [Bras principal] à Saint-Denis [Seuil Bourbon]","","30.3","","0.95","0"
"-20.9080281","55.4333581","40320004","La rivière Saint-Denis [Bras principal] à Saint-Denis [Amont prise d'eau Bellepierre]","","27","","0.95","0"
"-20.9080281","55.4333581","4032000401","La rivière Saint-Denis [Bras principal] à Saint-Denis [Amont prise d'eau Bellepierre]","","27","","0.95","5"
"-21.0209944","55.403954","40400001","La rivière des Galets [Bras Principal] à la Possession et à Saint-Paul","","68.3","","0.95","0"
"-21.0209944","55.403954","4040000101","La rivière des Galets [Bras Principal] à Saint-Paul","","68.3","","0.95","0"
